S No,Customer Enquiry Description,GGPL Quote Description (Ground Truth),TYPE OF PRODUCT,NON STANDARD
121,"NPS 12, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl.150 as per ASME B16.20 for B16.5 flanges","SIZE : 12"" X 150# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.20 ( LOW STRESS )",SPW,
122,"NPS 14, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl.150 as per ASME B16.20 for B16.5 flanges","SIZE : 14"" X 150# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.20 ( LOW STRESS )",SPW,
123,"NPS 16, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl.150 as per ASME B16.20 for B16.5 flanges","SIZE : 16"" X 150# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.20 ( LOW STRESS )",SPW,
124,"NPS 18, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl.150 as per ASME B16.20 for B16.5 flanges","SIZE : 18"" X 150# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.20 ( LOW STRESS )",SPW,
125,"NPS 24, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl.150 as per ASME B16.20 for B16.5 flanges","SIZE : 24"" X 150# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.20 ( LOW STRESS )",SPW,
126,"NPS 30, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl.150 as per ASME B16.20 for B16.5 flanges","SIZE : 30"" X 150# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.47 (SERIES A) LOW STRESS",SPW,
127,"NPS 40, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl.150 as per ASME B16.20 for B16.5 flanges","SIZE : 40"" X 150# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.47 (SERIES A) LOW STRESS",SPW,
128,"NPS 42, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl.150 as per ASME B16.20 for B16.5 flanges","SIZE : 42"" X 150# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.47 (SERIES A) LOW STRESS",SPW,
129,"NPS 2, Gasket, Spiral wound, SS316 with flexible graphite filler, SS 316inner & outer ring, Cl. 300, as per ASME B16.20 for B16.5 flanges","SIZE : 2"" X 300# X 4.5MM THK ,SS316 SPIRAL WOUND GASKET WITH FLEXIBLE GRAPHITE FILLER + SS316 INNER RING & SS316 OUTER RING ASME B16.20 ( LOW STRESS )",SPW,
130,"NPS 2, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
131,"NPS 4, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
132,"NPS 12, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-57 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
133,"NPS 14, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-61 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
134,"NPS 18, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-69 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
135,"NPS 24, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-77 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
136,"NPS 30, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.47 Sr. A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-95 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
137,"NPS 2, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
138,"NPS 3, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-31 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
139,"NPS 4, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
140,"NPS 6, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-45 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
141,"NPS 10, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-53 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
142,"NPS 18, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-69 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
143,"NPS 24, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-77 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
144,"NPS 28, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.47 Sr. A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-94 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
145,"NPS 30, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.47 Sr. A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-95 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
146,"NPS 1.5, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156","SIZE : R-20 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
147,"NPS 2, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
148,"NPS 4, Gasket, Cl 600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges, NACE MR0175/ISO 15156","SIZE : R-37 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
149,"NPS 1, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-16 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
150,"NPS 1.5, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-20 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
151,"NPS 2, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
152,"NPS 3, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-31 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
153,"NPS 4, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASME B16.20 for B16.5flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
154,"NPS 4, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
155,"NPS 6, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-45 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
156,"NPS 8, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-49 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
157,"NPS 10, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-53 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
158,"NPS 18, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-69 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
159,"NPS 20, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-73 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
160,"NPS 20, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-73 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
161,"NPS 24, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-77 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
162,"NPS 28, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASME B16.20 for B16.47 Sr. A flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-94 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
163,"NPS 30, Gasket, Cl 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASME B16.20 for B16.47 Sr. A flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-95 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
164,"NPS 4, Gasket, Cl. 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASME B16.20 for B16.5flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
165,"NPS 6, Gasket, Cl. 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASME B16.20 for B16.5flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-45 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
166,"NPS 6, Gasket, Cl. 600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASME B16.20 for B16.5flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-45 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
167,"NPS 2, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
168,"NPS 6, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-45 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
169,"NPS 10, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-53 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
170,"NPS 18, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-69 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
171,"NPS 1, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-16 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
172,"NPS 2, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
173,"NPS 3, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-31 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
174,"NPS 4, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
175,"NPS 1, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-16 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
176,"NPS 2, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
177,"NPS 2, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
178,"NPS 3, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-31 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
179,"NPS 4, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
180,"NPS 6, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-45 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
181,"NPS 10, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-53 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
183,"NPS 1, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-16 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
184,"NPS 1.5, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-20 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
185,"NPS 2, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
186,"NPS 2, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
187,"NPS 3, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-31 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
188,"NPS 4, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
189,"NPS 6, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-45 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
190,"NPS 8, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-49 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
191,"NPS 10, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-53 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
192,"NPS 12, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-57 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
193,"NPS 14, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-61 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
194,"NPS 16, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-65 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
195,"NPS 18, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-69 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
196,"NPS 24, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, as per ASME B16.20for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-77 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
197,"NPS 24, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-77 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
198,"NPS 30, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-95 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
199,"NPS 32, Gasket, Cl.600, Soft Iron Octagonal Ring Joint Gasket, Galvanised, asper ASME B16.20 for B16.5 flanges , NACE MR0175/ISO 15156, Lethal","SIZE : R-96 ,RTJ , OCT ,SOFTIRON GALVANISED ,90 BHN HARDNESS ,ASME B16.20",RTJ,
200,"NPS 1, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-16 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
201,"NPS 1.5, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156,Lethal","SIZE : R-20 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
202,"NPS 2, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASME B16.20 for B16.5 /B16.47 Series A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
203,"NPS 2, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-23 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
204,"NPS 3, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-31 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
205,"NPS 4, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-37 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
206,"NPS 6, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-45 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
207,"NPS 8, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as per ASMEB16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156, Lethal","SIZE : R-49 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
208,"NPS 12, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156,Lethal","SIZE : R-57 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
209,"NPS 16, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156,Lethal","SIZE : R-65 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
210,"NPS 18, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156,Lethal","SIZE : R-69 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
211,"NPS 20, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156,Lethal","SIZE : R-73 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
212,"NPS 24, Gasket, Cl.600, Incoloy 825 Octagonal Ring Joint Gasket, as perASME B16.20 for B16.5 / B16.47 Series A flanges, NACE MR0175/ISO 15156,Lethal","SIZE : R-77 ,RTJ , OCT ,INCOLY 825 ,160 BHN HARDNESS ,ASME 16.20",RTJ,
